@relation 'training-set-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L1-weka.filters.unsupervised.attribute.Remove-R3,5'

@attribute id numeric
@attribute cleaned_tweets string
@attribute subtask_b {UNT,TIN}

@data
81226,'yal stupid people tell back cause like obsessed bitch football games walks class literally everything knows exact dates numbers everything reasons competition cause gay',TIN
79256,'zarries start conversation larry shipper trash talked ship petty ass larries stay mention eh',TIN
13114,'totally follow whack job liberals unhinged dangerous thank',TIN
10256,'agreed great idea wish could also remove existence maga patriotsunited prolife proisrael weareq',TIN
65398,'amount shit fuck',TIN
65130,'possible california implemented strict gun control law enforcement fortunate enough get permit carry public assault weapons banned',UNT
68010,'many corrupt evil beings hold govt positions amd much clout w corrupt amp evil beings gvt positions amp majority point left w fake conservatives mix else hillary obama amp cronies still walking free',TIN
10621,'muppet lbs voter puerto rican decent doesnt take bs white liberals like',TIN
52042,'real shit',TIN
27118,'like justin want conservatives plan even consider climate change using blatant misinformation lead people like believing trudeau fault negotiating fucking sociopath south',TIN
20005,'incoming evil soy conspiracy nuts',UNT
79563,'disgraceful innocent proven guilty happen lying',TIN
72096,'greenie acted like spoiled elitist brat got point taken away deserved good enough win today mattered icon one admirable women ever seen sports bad day move newsworthy',UNT
50345,'would know gun control worked refuse try anything',TIN
74912,'everything said exactly need gun control saving lives nothing else matters saving lives people get bent shape second amendment right crying put feelings away coward put guns away coward gun coward',TIN
81655,'piss brewery hat',UNT
82193,'typically liberals jump conclusions dont believe due process innocent proven guilty anti american bunch',TIN
41056,'care right left go back tv bitch one tv star office good hollywoodisscum',TIN
14902,'also ugly hell something anybody wants look lol',TIN
15568,'sale buy american flag usa shopping sale org usa flag u shop maga americafirst trump pol qx',TIN
90932,'bruh times dropped kicked back wit feet caught aint g ass shit',TIN
34477,'even parody antifa page deal shit',TIN
21865,'comes pain maga wwg wga',TIN
43806,'hell think little eddie',TIN
77521,'america grateful military husband die battle field died home fighting gun control stronger laws regarding mental illness police brutality educate issues',TIN
71401,'david stop mouthpiece anti gun people r nothing worm looking fame remember antifa blm radical left groups violent hurt people course agree',TIN
31213,'beign joint acct called grok everything sun person women racist redneck antifa kkk members grannies yes grannies haha etc pretty common fraud gets busted start calling one busted hilarious names',TIN
72866,'tis funny assume left supporter antifa even though dislike nazis still ball washer though',TIN
73016,'know naming sex robot models',TIN
83886,'u dickhead',TIN
19886,'antichrist roman catholic church house demons',TIN
98403,'juan needs check completely control',TIN
49519,'funny dildo',TIN
91705,'hell liberals move california build wall east border',TIN
92335,'democrats care anything undermine president trump people better realize serious getting rid vote red suffer liberals',TIN
61158,'go antifa ppl like friggen milo buy conservatives like medicare blackout going millennials antifa protests',TIN
42633,'kg already shite allowance coz eu workers lame fuck proper piss take',UNT
88278,'hell would left already hates enough black conservatives liked country comment fight',TIN
96775,'disgusting pedophile',TIN
37967,'follow maga patriots',TIN
81896,'know whole lotta people spitting whole lot bullshit right idk youll ever see pray feel way responsible happened today already damn much know good great love',TIN
78431,'obama never laments killed chicago every week chicago old stomping ground ask draconian gun control laws working watch blame indiana',TIN
77001,'nazisarebad programs called nationalization education health care transportation major industries instituted vigorously enforced strict gun control regimen encouraged pornography illegitimacy abortion',TIN
56826,'furries suck dick offer insult',TIN
64933,'let bretheren fool one republicans need decide going good people repunklicans need know kavanaugh going make ronaldgrump first dictator naziusa cannot happen',TIN
71246,'begin movement giving away farms mine claims connections took still relevant way show concern us standing another bitter polutician charity begins home baba',TIN
94587,'frothing far goodest shit',TIN
60140,'fair point didnt make meme couldnt take big gov sucks besudes meddling many counties politics economics funds antifa black lives matter try divide people try tear country apart',TIN
46961,'vicious steps republicans defended advance hearings liberals response liar claim republicans defending feinstein info real women lie men honorable judge kavanaugh',TIN
23495,'begins lt lt lt lt unfair biased unjustified targeting conservatives massive censorship conservatives exercise gt gt gt gt pray theusa pray revival',TIN
64170,'swear god shit real man',TIN
90619,'casually fucked',TIN
40559,'hmm something like getting really high quality artists draw really boring cars like fucking grand prix something',TIN
73258,'dare kappa',TIN
80183,'cute girl crush since earlier year called funny want throw',TIN
38487,'gun control anti seen single ad attacking rhetoric create fear',TIN
79787,'boop police department freeze oh shit cute open boopboopboop',TIN
27483,'could either liberals like shame anything suspect latter',TIN
81405,'also said gatlin gun niggas sit corner like boxers rounds',TIN
10974,'oh sucks sick',TIN
69148,'ezra cockroach needs light shone',TIN
44383,'democrats done anything cover think solution ya want gun control abortion control free medical free ed quit tripping',TIN
42917,'hplyk fuck',UNT
71272,'poor baby entire network trusted people still watching cnn brainwashed liberals demonrats',TIN
82657,'maxine cracked pot run town loser joke also',TIN
31194,'kept scj seat open year merrick garland fair push kavanaugh thru unpopular nominee ever american people deserve better woman deserves better',TIN
15558,'holy shit love',UNT
51418,'ha really see hypocrisy antifa obvious drunk cool aid',TIN
23565,'care going prison prison regardless',TIN
61875,'free speech alive well since social media platforms run strict dictatorship opinions libtards',TIN
60719,'wonder sex traffic victims',TIN
65352,'cares great deal perceived number people died largely irrelevant long look bad sure blaming democrats fits trump amorality lack empathy inability take responsibility fits',TIN
99554,'miss head total lack gun control',TIN
58699,'someone nice happy hour asking probing questions pub citizen make sure troll say antifa something',UNT
31963,'always knew biden obama felt conservatives shocking easily admit wonder hatred violence left',TIN
92973,'worries antifa invites poses pics known neonazis smdh',TIN
18315,'get shit together',TIN
27147,'star tv',UNT
87496,'aa mr bean crawl back rock',TIN
17007,'hiya sexy p bolna xxx',UNT
22919,'people take pride living place survival moment moment struggle everything shit feel tougher stronger people successful pleasant educated clean areas plagued violence death guy',TIN
67302,'antifa much much smaller white supremacists america responsible fraction violence also nazi bad',TIN
